text,summary
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #34 in the series.",Line equation: y = mx + c (Concept #34)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #34 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #34)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #34 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #34)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #34 in the series.,General line form: Ax + By + C = 0 (Concept #34)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #34 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #34)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #34 in the series.,Parabola (upwards): y = ax² (Concept #34)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #34 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #34)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #34 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #34)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #35 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #35)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #35 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #35)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #35 in the series.",Line equation: y = mx + c (Concept #35)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #35 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #35)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #35 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #35)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #35 in the series.,General line form: Ax + By + C = 0 (Concept #35)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #35 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #35)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #35 in the series.,Parabola (upwards): y = ax² (Concept #35)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #35 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #35)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #35 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #35)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #36 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #36)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #36 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #36)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #36 in the series.",Line equation: y = mx + c (Concept #36)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #36 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #36)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #36 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #36)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #36 in the series.,General line form: Ax + By + C = 0 (Concept #36)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #36 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #36)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #36 in the series.,Parabola (upwards): y = ax² (Concept #36)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #36 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #36)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #36 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #36)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #37 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #37)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #37 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #37)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #37 in the series.",Line equation: y = mx + c (Concept #37)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #37 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #37)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #37 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #37)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #37 in the series.,General line form: Ax + By + C = 0 (Concept #37)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #37 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #37)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #37 in the series.,Parabola (upwards): y = ax² (Concept #37)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #37 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #37)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #37 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #37)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #38 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #38)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #38 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #38)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #38 in the series.",Line equation: y = mx + c (Concept #38)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #38 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #38)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #38 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #38)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #38 in the series.,General line form: Ax + By + C = 0 (Concept #38)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #38 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #38)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #38 in the series.,Parabola (upwards): y = ax² (Concept #38)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #38 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #38)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #38 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #38)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #39 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #39)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #39 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #39)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #39 in the series.",Line equation: y = mx + c (Concept #39)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #39 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #39)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #39 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #39)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #39 in the series.,General line form: Ax + By + C = 0 (Concept #39)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #39 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #39)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #39 in the series.,Parabola (upwards): y = ax² (Concept #39)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #39 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #39)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #39 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #39)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #40 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #40)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #40 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #40)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #40 in the series.",Line equation: y = mx + c (Concept #40)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #40 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #40)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #40 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #40)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #40 in the series.,General line form: Ax + By + C = 0 (Concept #40)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #40 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #40)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #40 in the series.,Parabola (upwards): y = ax² (Concept #40)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #40 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #40)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #40 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #40)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #41 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #41)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #41 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #41)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #41 in the series.",Line equation: y = mx + c (Concept #41)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #41 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #41)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #41 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #41)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #41 in the series.,General line form: Ax + By + C = 0 (Concept #41)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #41 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #41)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #41 in the series.,Parabola (upwards): y = ax² (Concept #41)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #41 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #41)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #41 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #41)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #42 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #42)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #42 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #42)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #42 in the series.",Line equation: y = mx + c (Concept #42)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #42 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #42)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #42 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #42)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #42 in the series.,General line form: Ax + By + C = 0 (Concept #42)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #42 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #42)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #42 in the series.,Parabola (upwards): y = ax² (Concept #42)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #42 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #42)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #42 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #42)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #43 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #43)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #43 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #43)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #43 in the series.",Line equation: y = mx + c (Concept #43)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #43 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #43)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #43 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #43)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #43 in the series.,General line form: Ax + By + C = 0 (Concept #43)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #43 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #43)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #43 in the series.,Parabola (upwards): y = ax² (Concept #43)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #43 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #43)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #43 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #43)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #44 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #44)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #44 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #44)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #44 in the series.",Line equation: y = mx + c (Concept #44)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #44 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #44)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #44 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #44)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #44 in the series.,General line form: Ax + By + C = 0 (Concept #44)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #44 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #44)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #44 in the series.,Parabola (upwards): y = ax² (Concept #44)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #44 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #44)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #44 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #44)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #45 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #45)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #45 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #45)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #45 in the series.",Line equation: y = mx + c (Concept #45)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #45 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #45)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #45 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #45)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #45 in the series.,General line form: Ax + By + C = 0 (Concept #45)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #45 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #45)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #45 in the series.,Parabola (upwards): y = ax² (Concept #45)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #45 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #45)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #45 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #45)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #46 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #46)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #46 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #46)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #46 in the series.",Line equation: y = mx + c (Concept #46)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #46 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #46)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #46 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #46)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #46 in the series.,General line form: Ax + By + C = 0 (Concept #46)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #46 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #46)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #46 in the series.,Parabola (upwards): y = ax² (Concept #46)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #46 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #46)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #46 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #46)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #47 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #47)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #47 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #47)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #47 in the series.",Line equation: y = mx + c (Concept #47)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #47 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #47)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #47 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #47)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #47 in the series.,General line form: Ax + By + C = 0 (Concept #47)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #47 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #47)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #47 in the series.,Parabola (upwards): y = ax² (Concept #47)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #47 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #47)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #47 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #47)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #48 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #48)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #48 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #48)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #48 in the series.",Line equation: y = mx + c (Concept #48)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #48 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #48)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #48 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #48)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #48 in the series.,General line form: Ax + By + C = 0 (Concept #48)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #48 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #48)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #48 in the series.,Parabola (upwards): y = ax² (Concept #48)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #48 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #48)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #48 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #48)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #49 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #49)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #49 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #49)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #49 in the series.",Line equation: y = mx + c (Concept #49)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #49 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #49)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #49 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #49)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #49 in the series.,General line form: Ax + By + C = 0 (Concept #49)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #49 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #49)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #49 in the series.,Parabola (upwards): y = ax² (Concept #49)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #49 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #49)
A hyperbola with center at origin and transverse axis along x-axis has the equation (x²/a²) - (y²/b²) = 1. This is concept #49 in the series.,Hyperbola: (x²/a²) - (y²/b²) = 1 (Concept #49)
"Analytic geometry, also called coordinate geometry, is the study of geometry using a coordinate system. This is concept #50 in the series.",Analytic geometry uses coordinates to study geometric figures. (Concept #50)
"The distance between two points (x₁, y₁) and (x₂, y₂) is given by the formula √((x₂ - x₁)² + (y₂ - y₁)²). This is concept #50 in the series.",Distance formula: √((x₂ - x₁)² + (y₂ - y₁)²) (Concept #50)
"The equation of a straight line in slope-intercept form is y = mx + c, where m is the slope and c is the y-intercept. This is concept #50 in the series.",Line equation: y = mx + c (Concept #50)
"A circle with center at (a, b) and radius r has the equation (x - a)² + (y - b)² = r². This is concept #50 in the series.",Circle equation: (x - a)² + (y - b)² = r² (Concept #50)
"The midpoint of a line segment connecting (x₁, y₁) and (x₂, y₂) is given by ((x₁ + x₂)/2, (y₁ + y₂)/2). This is concept #50 in the series.","Midpoint formula: ((x₁ + x₂)/2, (y₁ + y₂)/2) (Concept #50)"
The general form of the equation of a line is Ax + By + C = 0. This is concept #50 in the series.,General line form: Ax + By + C = 0 (Concept #50)
"The slope of a line passing through two points (x₁, y₁) and (x₂, y₂) is (y₂ - y₁) / (x₂ - x₁). This is concept #50 in the series.",Slope formula: (y₂ - y₁) / (x₂ - x₁) (Concept #50)
The equation of a parabola opening upwards with vertex at origin is y = ax². This is concept #50 in the series.,Parabola (upwards): y = ax² (Concept #50)
An ellipse with center at origin has equation (x²/a²) + (y²/b²) = 1. This is concept #50 in the series.,Ellipse equation: (x²/a²) + (y²/b²) = 1 (Concept #50)
